ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
169  Mickey                         0  Piloswine       450  --> Mimikyu         476  +5.8%
169  Mickey                         1  Piloswine       450  --> Beheeyem        485  +7.8%
170  Mickey                         0  Shellder        305  --> Doduo           310  +1.6%
170  Mickey                         1  Cloyster        525  --> Dubwool         490  -6.7%
170  Mickey                         2  Shellder        305  --> -----           320  +4.9%
171  Mickey                         0  Horsea          295  --> Litwick         275  -6.8%
171  Mickey                         1  Horsea          295  --> Polchgeist      308  +4.4%
171  Mickey                         2  Seadra          440  --> Lokix           450  +2.3%
172  Brent                          0  Nidorina        365  --> Tentacool       335  -8.2%
172  Brent                          1  Nidorino        365  --> Tirtouga        355  -2.7%
172  Brent                          2  Gyarados        540  --> -----           580  +7.4%
173  Brent                          0  Gyarados        540  --> -----           494  -8.5%
173  Brent                          1  Lickitung       385  --> Vanillish       395  +2.6%
173  Brent                          2  Nidorina        365  --> Cacnea          335  -8.2%
173  Brent                          3  Nidorino        365  --> Spoink          330  -9.6%
174  Mickey                         0  Koffing         340  --> Flaaffy         365  +7.4%
174  Mickey                         1  Koffing         340  --> Axew            320  -5.9%
174  Mickey                         2  Koffing         340  --> Pikachu         320  -5.9%
175  Bethany                        0  Haunter         405  --> Dugtrio         425  +4.9%
176  Margaret                       0  Haunter         405  --> Carkol          410  +1.2%
177  Ethel                          0  Haunter         405  --> Archen          401  -1.0%
178  Jack                           0  Oddish          320  --> Pancham         348  +8.8%
178  Jack                           1  Voltorb         330  --> Grubbin         300  -9.1%
179  Kipp                           0  Voltorb         330  --> Finneon         330  +0.0%
179  Kipp                           1  Magnemite       325  --> Goldeen         320  -1.5%
179  Kipp                           2  Voltorb         330  --> Phanpy          330  +0.0%
179  Kipp                           3  Magneton        465  --> Corviknite      495  +6.5%
180  Mickey                         0  Sentret         215  --> Magikarp        200  -7.0%
181  William                        0  Raichu          485  --> -----           486  +0.2%
182  Beverly                        0  Snubbull        300  --> -----           320  +6.7%
183  Alice                          0  Gloom           395  --> -----           411  +4.1%
183  Alice                          1  Rampardos       495  --> -----           500  +1.0%
183  Alice                          2  Arbok           448  --> Lilligant       480  +7.1%
183  Alice                          3  Drifblim        498  --> Octillery       480  -3.6%
183  Alice                          4  Vileplume       490  --> Calyrex         500  +2.0%
183  Alice                          5  Rampardos       495  --> -----           540  +9.1%
184  Krise                          0  Oddish          320  --> -----           320  +0.0%
184  Krise                          1  Cubone          320  --> Pikachu         320  +0.0%
185  Grunt                          0  Raticate        413  --> Ledian          390  -5.6%
185  Grunt                          1  Raticate        413  --> Sliggoo         452  +9.4%
186  Grunt                          0  Grimer          325  --> Bulbasaur       318  -2.2%
186  Grunt                          1  Grimer          325  --> Cranidos        350  +7.7%
186  Grunt                          2  Muk             500  --> Shiftry         480  -4.0%
187  Grunt                          0  Rattata         253  --> Pidove          264  +4.3%
187  Grunt                          1  Rattata         253  --> Lillipup        275  +8.7%
187  Grunt                          2  Rattata         253  --> Lillipup        275  +8.7%
187  Grunt                          3  Rattata         253  --> Bunnelby        237  -6.3%
187  Grunt                          4  Rattata         253  --> Diglett         265  +4.7%
188  Grunt                          0  Zubat           245  --> Toxel           242  -1.2%
188  Grunt                          1  Zubat           245  --> Patrat          255  +4.1%
189  Grunt                          0  Koffing         340  --> Rufflet         350  +2.9%
189  Grunt                          1  Grimer          325  --> Shuppet         295  -9.2%
189  Grunt                          2  Zubat           245  --> Hoppip          250  +2.0%
189  Grunt                          3  Rattata         253  --> Nickit          245  -3.2%
190  Grunt                          0  Weezing         490  --> -----           500  +2.0%
191  Grunt                          0  Raticate        413  --> Terapagos       450  +9.0%
191  Grunt                          1  Koffing         340  --> Chespin         313  -7.9%
192  Grunt                          0  Zubat           245  --> Diglett         265  +8.2%
192  Grunt                          1  Golbat          455  --> -----           495  +8.8%
192  Grunt                          2  Grimer          325  --> Deerling        335  +3.1%
193  Grunt                          0  Muk             500  --> -----           495  -1.0%
193  Grunt                          1  Koffing         340  --> Oddish          320  -5.9%
193  Grunt                          2  Rattata         253  --> Tynamo          275  +8.7%
194  Mickey                         0  Houndour        330  --> Skorupi         330  +0.0%
195  Grunt                          0  Rattata         253  --> Gossifleur      250  -1.2%
196  Grunt                          0  Raticate        413  --> -----           440  +6.5%
196  Grunt                          1  Golbat          455  --> Fraxure         410  -9.9%
